,time,Input,Output
0,0.0,5.0,0.0
1,0.009416195856873822,5.0,0.0
2,0.018832391713747645,5.0,0.0
3,0.028248587570621465,5.0,0.27923066815971476
4,0.03766478342749529,5.0,0.27923066815971476
5,0.047080979284369114,5.0,0.2888875148520661
6,0.05649717514124293,5.0,0.34309909937842
7,0.06591337099811675,5.0,0.3760633850239785
8,0.07532956685499058,5.0,0.4303469418806649
9,0.0847457627118644,5.0,0.4564683615859052
10,0.09416195856873823,5.0,0.535166191528671
11,0.10357815442561205,5.0,0.535166191528671
12,0.11299435028248586,5.0,0.6154334527261665
13,0.12241054613935969,5.0,0.6154334527261665
14,0.1318267419962335,5.0,0.6154334527261665
15,0.14124293785310735,5.0,0.6154334527261665
16,0.15065913370998116,5.0,0.6440717317256401
17,0.16007532956685497,5.0,0.6440717317256401
18,0.1694915254237288,5.0,0.7047904390978628
19,0.17890772128060262,5.0,0.7343197310745377
20,0.18832391713747645,5.0,0.7917181277187972
21,0.19774011299435026,5.0,0.8198224122780409
22,0.2071563088512241,5.0,0.8198224122780409
23,0.2165725047080979,5.0,0.9023145864196105
24,0.22598870056497172,5.0,0.9023145864196105
25,0.23540489642184556,5.0,0.955084392346365
26,0.24482109227871937,5.0,0.9809117573242592
27,0.2542372881355932,5.0,1.0310988011971371
28,0.263653483992467,5.0,1.0554573300682009
29,0.27306967984934083,5.0,1.0554573300682009
30,0.2824858757062147,5.0,1.1256392009375658
31,0.2919020715630885,5.0,1.1256392009375658
32,0.3013182674199623,5.0,1.170060663777273
33,0.3107344632768361,5.0,1.1915733945678477
34,0.32015065913370994,5.0,1.23324029455806
35,0.3295668549905838,5.0,1.23324029455806
36,0.3389830508474576,5.0,1.23324029455806
37,0.3483992467043314,5.0,1.23324029455806
38,0.35781544256120523,5.0,1.2534104363121434
39,0.3672316384180791,5.0,1.2731497024374985
40,0.3766478342749529,5.0,1.2731497024374985
41,0.3860640301318267,5.0,1.311368447373964
42,0.39548022598870053,5.0,1.3298653043243114
43,0.40489642184557434,5.0,1.3298653043243114
44,0.4143126177024482,5.0,1.3656770491960213
45,0.423728813559322,5.0,1.3830082930131362
46,0.4331450094161958,5.0,1.3830082930131362
47,0.44256120527306964,5.0,1.4165635631731872
48,0.45197740112994345,5.0,1.4486959981832115
49,0.4613935969868173,5.0,1.4794722994305745
50,0.4708097928436911,5.0,1.4943739260458386
51,0.48022598870056493,5.0,1.5232309651510012
52,0.48964218455743874,5.0,1.537200689049683
53,0.4990583804143126,5.0,1.577356329828457
54,0.5084745762711864,5.0,1.577356329828457
55,0.5178907721280602,5.0,1.6150187187484684
56,0.527306967984934,5.0,1.6388243416748383
57,0.5367231638418078,5.0,1.6503540981563884
58,0.5461393596986817,5.0,1.6726952295107371
59,0.5555555555555555,5.0,1.6835174657205587
60,0.5649717514124294,5.0,1.71465461891796
61,0.5743879472693032,5.0,1.71465461891796
62,0.583804143126177,5.0,1.743900110547243
63,0.5932203389830508,5.0,1.762409106638969
64,0.6026365348399246,5.0,1.7713805710200536
65,0.6120527306967984,5.0,1.788778516224534
66,0.6214689265536723,5.0,1.7972133027762416
67,0.6308851224105461,5.0,1.8215079414295223
68,0.6403013182674199,5.0,1.8215079414295223
69,0.6497175141242938,5.0,1.8292823586902252
70,0.6591337099811676,5.0,1.8292823586902252
71,0.6685499058380414,5.0,1.8443668391087842
72,0.6779661016949152,5.0,1.8516841857514676
73,0.687382297551789,5.0,1.8658850644580882
74,0.6967984934086628,5.0,1.8727753688851103
75,0.7062146892655367,5.0,1.8727753688851103
76,0.7156308851224105,5.0,1.892642798787338
77,0.7250470809792843,5.0,1.892642798787338
78,0.7344632768361582,5.0,1.90524769985374
79,0.743879472693032,5.0,1.9113665937912505
80,0.7532956685499058,5.0,1.923251579883674
81,0.7627118644067796,5.0,1.929022655475574
82,0.7721280602636534,5.0,1.929022655475574
83,0.7815442561205272,5.0,1.9402343664530006
84,0.7909604519774011,5.0,1.9456801130559498
85,0.8003766478342749,5.0,1.9562451272489771
86,0.8097928436911487,5.0,1.9613719338847537
87,0.8192090395480226,5.0,1.9613719338847537
88,0.8286252354048964,5.0,1.9761810474646682
89,0.8380414312617702,5.0,1.9761810474646682
90,0.847457627118644,5.0,1.9855984655658778
91,0.8568738229755178,5.0,1.9901764552308987
92,0.8662900188323917,5.0,1.9990803237615689
93,0.8757062146892655,5.0,2.0034101638207207
94,0.8851224105461393,5.0,2.0034101638207207
95,0.8945386064030131,5.0,2.0118337056940985
96,0.9039548022598869,5.0,2.015931113140956
97,0.9133709981167608,5.0,2.023904995661577
98,0.9227871939736346,5.0,2.0277847930266657
99,0.9322033898305084,5.0,2.0277847930266657
100,0.9416195856873822,3.7749829484068997,2.042919874497709
101,0.951035781544256,2.68914319941149,2.042919874497709
102,0.9604519774011299,2.089193717872,2.01990815141751
103,0.9698681732580037,1.6825587622465799,1.9904950118567646
104,0.9792843691148775,4.044164123683935,1.8298048528912543
105,0.9887005649717513,4.629465169206051,1.7717414229700919
106,0.9981167608286252,4.500311153463361,1.751748640460574
107,1.007532956685499,4.188234775638785,1.7424774031776518
108,1.0169491525423728,3.736037136674628,1.7409617994314042
109,1.0263653483992465,3.736037136674628,1.7409617994314042
110,1.0357815442561205,3.2649937206769097,1.7404444164477977
111,1.0451977401129944,2.846729025978194,1.7374832326339926
112,1.054613935969868,2.3717625607102057,1.7374832326339926
113,1.064030131826742,2.6308502631275212,1.7030133101161606
114,1.0734463276836157,2.7937554845005987,1.676370322618049
115,1.0828625235404896,3.5693811150297328,1.6212922270130137
116,1.0922787193973633,3.7086468564282606,1.603158138719238
117,1.1016949152542372,3.8523215200670036,1.5858299616325766
118,1.111111111111111,3.8092220589748726,1.579425861762883
119,1.1205273069679849,3.661868325717009,1.5788788337182251
120,1.1299435028248588,3.661868325717009,1.5788788337182251
121,1.1393596986817325,3.495695705553908,1.5792855588446315
122,1.1487758945386064,3.33309602033221,1.5794863019089056
123,1.15819209039548,3.182282265261614,1.5790932492891048
124,1.167608286252354,3.0980062643045985,1.5754227562774732
125,1.1770244821092277,3.0049949957718782,1.5726457040713187
126,1.1864406779661016,3.0322353405783846,1.5641150821929366
127,1.1958568738229753,3.000924121476223,1.5594809969167023
128,1.2052730696798493,3.088500309213744,1.5493135076587206
129,1.2146892655367232,3.0824343945862953,1.544932938766649
130,1.2241054613935969,3.1488877076553914,1.5374136990357714
131,1.2335216572504708,3.132939343376942,1.534689036808199
132,1.2429378531073445,3.1121403957431433,1.5324671905945784
133,1.2523540489642184,3.1356772603094147,1.5281388839006533
134,1.2617702448210921,3.117208094886181,1.5263136681590295
135,1.271186440677966,3.1289151090712597,1.5231205628546722
136,1.2806026365348397,3.1076162132242287,1.5219259435625663
137,1.2900188323917137,3.1065694974714857,1.5198215275692308
