Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
367, 0.1830, 527.2378, 0.6751, 9.3177, 0.5626, 19.6391
368, 0.1835, 531.2126, 0.6898, 8.8599, 0.5524, 19.6391
369, 0.1840, 533.4840, 0.7118, 8.5761, 0.4873, 19.6391
370, 0.1845, 536.8910, 0.6556, 8.1848, 0.4853, 19.6391
371, 0.1850, 540.8659, 0.7118, 7.9126, 0.4263, 19.6391
372, 0.1855, 543.1372, 0.7020, 7.7333, 0.3429, 19.6391
373, 0.1860, 543.7051, 0.7411, 7.5174, 0.3429, 19.6391
374, 0.1865, 542.5694, 0.7435, 7.5413, 0.3388, 19.6391
375, 0.1870, 542.5694, 0.6849, 7.7636, 0.3917, 19.6391
376, 0.1875, 543.1372, 0.7166, 8.2912, 0.4548, 19.6391
377, 0.1880, 543.7051, 0.7191, 9.0211, 0.5504, 19.6391
378, 0.1885, 543.7051, 0.7362, 9.8482, 0.6074, 19.6390
379, 0.1890, 542.0016, 0.6971, 10.7637, 0.6277, 19.6390
380, 0.1895, 542.0016, 0.6922, 11.2454, 0.7396, 19.6390
381, 0.1900, 540.8659, 0.6800, 11.1800, 0.7783, 19.6390
382, 0.1905, 540.8659, 0.6971, 11.2430, 0.7417, 19.6390
383, 0.1910, 540.2981, 0.7069, 11.1863, 0.7518, 19.6390
384, 0.1915, 537.4589, 0.7142, 10.5669, 0.7335, 19.6390
385, 0.1920, 533.4840, 0.6800, 10.2913, 0.6033, 19.6390
386, 0.1925, 534.6197, 0.6922, 9.8448, 0.5626, 19.6390
387, 0.1930, 535.1875, 0.6776, 9.2859, 0.5626, 19.6390
388, 0.1935, 551.0870, 0.7337, 8.9263, 0.5077, 19.6389
389, 0.1940, 556.7654, 0.7044, 8.6943, 0.4365, 19.6389
390, 0.1945, 560.1724, 0.5946, 8.2404, 0.4548, 19.6389
391, 0.1950, 561.8759, 0.7313, 7.9502, 0.4161, 19.6389
392, 0.1955, 565.8508, 0.6922, 7.7709, 0.3327, 19.6389
393, 0.1960, 568.6900, 0.7044, 7.5911, 0.3184, 19.6389
394, 0.1965, 569.8256, 0.7093, 7.3938, 0.3876, 19.6389
395, 0.1970, 570.9613, 0.7093, 7.7153, 0.3897, 19.6389
396, 0.1975, 569.8256, 0.7581, 8.3367, 0.4222, 19.6389
397, 0.1980, 571.5292, 0.7948, 9.0680, 0.5219, 19.6389
398, 0.1985, 572.0970, 0.7191, 10.0421, 0.5463, 19.6389
399, 0.1990, 573.8005, 0.7386, 10.8018, 0.6277, 19.6388
400, 0.1995, 573.8005, 0.7411, 11.3700, 0.7152, 19.6388
401, 0.2000, 571.5292, 0.7386, 11.4159, 0.7457, 19.6388
402, 0.2005, 571.5292, 0.7508, 11.3876, 0.7640, 19.6388
403, 0.2010, 569.2578, 0.7899, 11.1501, 0.7661, 19.6388
404, 0.2015, 570.3935, 0.7533, 10.7266, 0.6745, 19.6388
405, 0.2020, 565.8508, 0.7557, 10.3157, 0.6094, 19.6388
406, 0.2025, 561.8759, 0.7752, 9.8877, 0.5585, 19.6388
407, 0.2030, 555.0619, 0.7679, 9.3225, 0.5850, 19.6388
408, 0.2035, 560.1724, 0.7801, 9.0641, 0.4934, 19.6388
409, 0.2040, 567.5543, 0.7850, 8.6274, 0.4975, 19.6388
410, 0.2045, 570.9613, 0.7142, 8.3430, 0.4222, 19.6387
411, 0.2050, 576.0719, 0.7630, 8.1153, 0.3632, 19.6387
412, 0.2055, 578.9111, 0.7606, 7.7988, 0.3571, 19.6387
413, 0.2060, 581.7502, 0.7655, 7.5462, 0.3612, 19.6387
414, 0.2065, 584.5894, 0.7826, 7.4055, 0.3937, 19.6387
415, 0.2070, 586.8608, 0.8021, 7.7973, 0.3795, 19.6387
416, 0.2075, 589.7000, 0.7093, 8.3049, 0.4487, 19.6387
417, 0.2080, 590.2678, 0.8094, 9.1081, 0.5097, 19.6387
418, 0.2085, 590.2678, 0.7679, 10.0504, 0.5341, 19.6387
419, 0.2090, 591.9713, 0.7581, 10.7993, 0.6298, 19.6387
420, 0.2095, 591.9713, 0.7606, 11.2859, 0.7376, 19.6387
421, 0.2100, 593.6749, 0.7630, 11.5219, 0.7579, 19.6386
422, 0.2105, 591.4035, 0.6654, 11.5410, 0.7579, 19.6386
423, 0.2110, 592.5392, 0.7362, 11.2356, 0.7478, 19.6386
424, 0.2115, 589.7000, 0.7459, 10.8418, 0.6420, 19.6386
425, 0.2120, 586.8608, 0.7508, 10.2507, 0.6318, 19.6386
426, 0.2125, 582.8859, 0.7435, 9.6557, 0.6460, 19.6386
427, 0.2130, 580.0467, 0.7557, 9.5037, 0.4975, 19.6386
428, 0.2135, 573.8005, 0.7801, 9.0279, 0.5077, 19.6386
429, 0.2140, 578.9111, 0.7264, 8.6713, 0.4609, 19.6386
430, 0.2145, 584.5894, 0.7557, 8.4099, 0.3876, 19.6386
431, 0.2150, 589.7000, 0.7630, 8.0445, 0.3958, 19.6386
432, 0.2155, 593.6749, 0.7679, 7.6239, 0.4181, 19.6385
433, 0.2160, 598.2176, 0.7752, 7.5228, 0.3490, 19.6385
434, 0.2165, 601.0567, 0.8119, 7.5291, 0.3490, 19.6385
435, 0.2170, 603.3281, 0.7997, 7.8999, 0.3469, 19.6385
436, 0.2175, 604.4638, 0.8045, 8.5203, 0.3856, 19.6385
437, 0.2180, 603.8959, 0.7923, 9.1896, 0.4894, 19.6385
438, 0.2185, 605.0316, 0.7704, 9.8668, 0.6237, 19.6385
439, 0.2190, 605.5995, 0.8143, 10.7393, 0.6481, 19.6385
440, 0.2195, 607.3030, 0.8509, 11.3900, 0.7091, 19.6385
441, 0.2200, 605.5995, 0.8363, 11.6768, 0.7559, 19.6385
442, 0.2205, 607.3030, 0.8241, 11.7539, 0.6969, 19.6385
443, 0.2210, 609.0065, 0.8338, 11.4046, 0.6969, 19.6384
444, 0.2215, 605.5995, 0.8143, 10.7730, 0.6888, 19.6384
445, 0.2220, 601.0567, 0.8192, 10.3548, 0.6033, 19.6384
446, 0.2225, 595.3784, 0.8338, 9.8648, 0.5830, 19.6384
447, 0.2230, 592.5392, 0.8290, 9.4417, 0.5280, 19.6384
448, 0.2235, 601.0567, 0.8338, 9.2052, 0.4446, 19.6384
449, 0.2240, 608.4386, 0.8338, 8.8281, 0.4202, 19.6384
450, 0.2245, 612.4135, 0.8241, 8.3508, 0.4527, 19.6384
451, 0.2250, 616.3884, 0.8534, 8.1671, 0.3836, 19.6384
452, 0.2255, 622.6346, 0.8705, 7.7934, 0.3774, 19.6384
453, 0.2260, 628.3130, 0.8754, 7.5970, 0.3347, 19.6384
454, 0.2265, 632.2878, 0.8461, 7.5902, 0.2981, 19.6383
455, 0.2270, 633.9914, 0.8387, 7.7890, 0.3388, 19.6383
456, 0.2275, 632.2878, 0.8509, 8.4075, 0.3897, 19.6383
457, 0.2280, 632.2878, 0.8705, 9.1588, 0.4568, 19.6383
458, 0.2285, 634.5592, 0.7606, 9.9786, 0.5728, 19.6383
459, 0.2290, 638.5341, 0.8338, 10.8501, 0.6033, 19.6383
460, 0.2295, 637.9662, 0.8241, 11.4872, 0.6705, 19.6383
461, 0.2300, 635.1270, 0.7826, 11.7627, 0.7478, 19.6383
462, 0.2305, 632.8557, 0.8290, 11.6680, 0.7844, 19.6383
463, 0.2310, 631.7200, 0.8314, 11.3079, 0.7457, 19.6383
464, 0.2315, 632.8557, 0.8534, 10.9024, 0.6338, 19.6383
465, 0.2320, 627.1773, 0.7777, 10.5135, 0.5504, 19.6382
466, 0.2325, 622.0668, 0.7826, 10.0294, 0.5199, 19.6382
467, 0.2330, 620.3632, 0.7752, 9.6063, 0.4914, 19.6382
468, 0.2335, 634.5592, 0.8436, 9.2013, 0.4690, 19.6382
469, 0.2340, 643.6446, 0.8607, 8.7622, 0.4487, 19.6382
470, 0.2345, 650.4587, 0.7508, 8.5643, 0.3754, 19.6382
471, 0.2350, 654.4335, 0.8314, 8.3449, 0.3306, 19.6382
472, 0.2355, 655.0014, 0.8216, 7.9829, 0.3306, 19.6382
473, 0.2360, 656.7049, 0.7923, 7.7118, 0.3449, 19.6382
474, 0.2365, 660.6798, 0.8583, 7.6796, 0.3347, 19.6382
475, 0.2370, 662.3833, 0.8924, 7.9458, 0.3510, 19.6382
476, 0.2375, 664.6546, 0.8607, 8.6014, 0.3551, 19.6381
477, 0.2380, 661.8154, 0.8851, 9.3601, 0.4161, 19.6381
478, 0.2385, 659.5441, 0.8631, 10.0621, 0.5402, 19.6381
479, 0.2390, 659.5441, 0.8778, 10.8399, 0.6277, 19.6381
480, 0.2395, 660.1119, 0.9047, 11.4154, 0.7091, 19.6381
481, 0.2400, 658.9762, 0.9266, 11.8629, 0.6908, 19.6381
482, 0.2405, 654.4335, 0.8802, 11.9205, 0.6745, 19.6381
483, 0.2410, 648.1873, 0.8534, 11.5434, 0.6501, 19.6381
484, 0.2415, 642.5089, 0.8851, 10.9542, 0.6542, 19.6381
485, 0.2420, 643.0768, 0.9022, 10.4281, 0.6216, 19.6381
486, 0.2425, 645.3481, 0.9266, 9.9513, 0.5850, 19.6381
487, 0.2430, 661.8154, 0.8949, 9.6566, 0.4812, 19.6380
488, 0.2435, 667.4938, 0.9217, 9.2653, 0.4527, 19.6380
489, 0.2440, 670.9008, 0.9169, 8.9659, 0.4059, 19.6380
490, 0.2445, 676.5792, 0.8851, 8.4759, 0.4385, 19.6380
491, 0.2450, 682.2576, 0.9413, 8.2375, 0.3673, 19.6380
492, 0.2455, 685.0968, 0.9437, 7.9282, 0.3551, 19.6380
493, 0.2460, 686.2325, 0.8631, 7.7885, 0.3022, 19.6380
494, 0.2465, 684.5290, 0.8558, 7.8119, 0.2879, 19.6380
495, 0.2470, 683.9611, 0.8729, 7.9527, 0.3612, 19.6380
496, 0.2475, 683.9611, 0.9315, 8.4842, 0.3998, 19.6380
497, 0.2480, 683.3933, 0.8973, 9.1437, 0.4588, 19.6380
498, 0.2485, 681.6898, 0.9291, 10.0997, 0.5301, 19.6379
499, 0.2490, 676.0114, 0.8778, 10.8628, 0.5769, 19.6379
500, 0.2495, 672.0365, 0.8949, 11.3870, 0.6745, 19.6379
501, 0.2500, 669.1973, 0.8851, 11.6899, 0.7396, 19.6379
502, 0.2505, 657.8406, 0.9266, 11.7305, 0.7376, 19.6379
503, 0.2510, 658.4084, 0.8387, 11.4759, 0.6481, 19.6379
504, 0.2515, 666.3581, 0.8656, 10.9049, 0.6318, 19.6379
505, 0.2520, 672.6044, 0.8949, 10.4149, 0.5850, 19.6379
506, 0.2525, 677.7149, 0.8754, 9.9468, 0.5463, 19.6379
507, 0.2530, 686.2325, 0.9047, 9.6151, 0.4894, 19.6379
508, 0.2535, 692.4787, 0.9657, 9.2722, 0.4365, 19.6378
509, 0.2540, 697.0214, 0.8656, 8.7993, 0.4283, 19.6378
510, 0.2545, 697.0214, 0.8876, 8.5784, 0.3530, 19.6378
511, 0.2550, 696.4536, 0.8485, 8.1803, 0.3673, 19.6378
512, 0.2555, 697.5892, 0.9071, 7.9390, 0.3408, 19.6378
513, 0.2560, 698.1571, 0.9388, 7.7665, 0.3205, 19.6378
514, 0.2565, 698.7249, 0.8485, 7.7382, 0.3123, 19.6378
515, 0.2570, 695.3179, 0.8924, 7.9908, 0.3347, 19.6378
516, 0.2575, 689.6395, 0.9144, 8.6136, 0.3449, 19.6378
517, 0.2580, 685.0968, 0.9022, 9.2052, 0.4446, 19.6378
518, 0.2585, 681.6898, 0.8045, 10.1139, 0.5077, 19.6378
519, 0.2590, 678.8506, 0.9950, 10.8418, 0.5891, 19.6377
520, 0.2595, 672.0365, 0.9242, 11.4271, 0.6623, 19.6377
521, 0.2600, 664.6546, 0.9413, 11.7896, 0.6989, 19.6377
522, 0.2605, 672.0365, 0.9169, 11.8052, 0.7071, 19.6377
523, 0.2610, 681.1219, 0.9584, 11.5541, 0.6359, 19.6377
524, 0.2615, 689.0717, 0.9755, 11.0050, 0.6013, 19.6377
525, 0.2620, 694.7501, 0.9486, 10.5038, 0.5850, 19.6377
526, 0.2625, 698.1571, 0.9535, 10.0612, 0.5463, 19.6377
527, 0.2630, 701.5641, 0.9388, 9.5927, 0.5239, 19.6377
528, 0.2635, 704.9711, 0.9779, 9.2810, 0.4609, 19.6377
529, 0.2640, 706.1068, 0.9120, 8.9810, 0.4039, 19.6377
530, 0.2645, 706.6747, 0.9437, 8.4793, 0.3774, 19.6376
531, 0.2650, 706.6747, 1.0145, 8.2824, 0.3245, 19.6376
532, 0.2655, 703.8355, 0.9852, 8.0528, 0.2777, 19.6376
533, 0.2660, 700.9963, 0.9730, 7.8085, 0.2696, 19.6376
534, 0.2665, 697.0214, 0.9926, 7.6151, 0.3144, 19.6376
535, 0.2670, 690.7752, 0.9803, 7.9775, 0.2981, 19.6376
536, 0.2675, 682.2576, 0.9510, 8.5403, 0.3530, 19.6376
537, 0.2680, 674.8757, 0.9340, 9.3899, 0.4283, 19.6376
538, 0.2685, 678.2827, 0.9633, 10.0841, 0.5219, 19.6376
539, 0.2690, 695.3179, 0.9828, 10.7412, 0.6359, 19.6376
540, 0.2695, 703.2676, 0.8973, 11.4466, 0.6460, 19.6376
541, 0.2700, 706.6747, 0.9217, 11.8272, 0.6888, 19.6375
542, 0.2705, 714.0566, 0.9437, 11.8604, 0.6928, 19.6375
543, 0.2710, 719.1671, 0.9217, 11.2913, 0.7437, 19.6375
544, 0.2715, 725.9812, 0.9681, 10.8130, 0.6766, 19.6375
545, 0.2720, 728.8203, 0.8656, 10.5516, 0.5504, 19.6375
546, 0.2725, 729.3882, 0.9047, 10.0826, 0.5178, 19.6375
547, 0.2730, 727.6847, 0.9242, 9.6620, 0.4873, 19.6375
548, 0.2735, 727.1168, 0.9437, 9.2292, 0.4934, 19.6375
549, 0.2740, 727.1168, 0.9047, 9.0025, 0.4019, 19.6375
550, 0.2745, 724.8455, 0.8973, 8.6146, 0.3917, 19.6375
551, 0.2750, 720.8706, 0.9144, 8.1735, 0.3306, 19.6375
552, 0.2755, 712.3530, 0.9266, 7.9297, 0.3062, 19.6374
553, 0.2760, 705.5390, 0.9169, 7.6820, 0.3062, 19.6374
554, 0.2765, 699.2928, 0.7655, 7.6683, 0.3123, 19.6374
555, 0.2770, 710.6495, 1.0096, 7.9751, 0.3001, 19.6374
556, 0.2775, 719.1671, 0.9437, 8.5667, 0.3469, 19.6374
557, 0.2780, 724.8455, 0.9681, 9.2712, 0.4161, 19.6374
558, 0.2785, 729.9560, 0.9608, 10.0167, 0.5463, 19.6374
559, 0.2790, 736.2022, 0.8680, 10.7984, 0.6094, 19.6374
560, 0.2795, 741.3128, 0.9437, 11.4564, 0.6643, 19.6374
561, 0.2800, 745.8555, 0.9852, 11.9591, 0.6582, 19.6374
562, 0.2805, 748.1268, 0.9730, 11.9185, 0.6867, 19.6374
563, 0.2810, 746.9912, 0.9779, 11.4398, 0.7152, 19.6373
564, 0.2815, 748.6947, 0.9828, 11.0241, 0.6277, 19.6373
565, 0.2820, 747.5590, 0.9559, 10.4842, 0.6013, 19.6373
566, 0.2825, 746.9912, 1.0048, 10.2096, 0.4914, 19.6373
567, 0.2830, 743.0163, 1.0170, 9.6743, 0.5301, 19.6373
568, 0.2835, 736.7701, 1.0023, 9.3479, 0.4527, 19.6373
569, 0.2840, 729.3882, 0.8851, 8.9312, 0.4507, 19.6373
570, 0.2845, 722.5741, 0.9877, 8.6591, 0.3652, 19.6373
571, 0.2850, 723.1420, 1.0194, 8.4075, 0.3368, 19.6373
572, 0.2855, 738.4736, 1.0463, 8.1070, 0.3225, 19.6373
573, 0.2860, 745.2877, 1.0194, 7.9463, 0.2818, 19.6373
574, 0.2865, 748.1268, 0.8998, 7.8159, 0.3164, 19.6372
575, 0.2870, 754.3731, 0.9779, 8.1475, 0.2940, 19.6372
576, 0.2875, 758.3479, 1.0023, 8.7030, 0.3286, 19.6372
577, 0.2880, 762.3228, 1.0170, 9.2365, 0.4609, 19.6372
578, 0.2885, 762.8906, 1.0219, 10.0577, 0.5016, 19.6372
579, 0.2890, 761.7550, 0.8998, 10.8135, 0.5809, 19.6372
580, 0.2895, 762.8906, 0.9535, 11.4950, 0.6216, 19.6372
581, 0.2900, 762.8906, 1.0023, 11.9952, 0.6440, 19.6372
582, 0.2905, 762.8906, 0.9926, 11.9518, 0.6643, 19.6372
583, 0.2910, 759.4836, 1.0194, 11.5165, 0.6725, 19.6372
584, 0.2915, 753.8052, 0.8705, 11.0089, 0.6298, 19.6372
585, 0.2920, 748.6947, 0.9486, 10.6640, 0.5362, 19.6371
586, 0.2925, 731.6595, 1.0023, 10.2111, 0.4955, 19.6371
587, 0.2930, 733.9309, 0.9779, 9.6669, 0.5097, 19.6371
588, 0.2935, 743.0163, 1.0219, 9.3840, 0.4385, 19.6371
589, 0.2940, 749.8304, 0.8973, 9.0592, 0.3917, 19.6371
590, 0.2945, 756.6444, 0.9535, 8.7631, 0.3368, 19.6371
591, 0.2950, 761.1871, 0.9901, 8.3972, 0.3347, 19.6371
592, 0.2955, 766.2977, 0.9974, 7.9917, 0.3551, 19.6371
593, 0.2960, 770.2725, 1.0487, 7.7499, 0.2920, 19.6371
594, 0.2965, 771.9760, 0.9193, 7.7015, 0.2900, 19.6371
595, 0.2970, 772.5439, 0.9926, 8.0660, 0.2615, 19.6371
596, 0.2975, 769.7047, 1.0072, 8.6395, 0.3286, 19.6370
597, 0.2980, 768.5690, 1.0316, 9.2453, 0.4588, 19.6370
598, 0.2985, 765.1620, 1.0731, 10.0802, 0.4934, 19.6370
599, 0.2990, 761.1871, 0.9828, 10.9004, 0.5667, 19.6370
600, 0.2995, 757.2123, 1.0243, 11.5350, 0.6359, 19.6370
601, 0.3000, 749.2625, 1.0438, 11.7012, 0.7620, 19.6370
602, 0.3005, 744.1520, 1.0536, 11.9806, 0.6562, 19.6370
603, 0.3010, 735.6344, 1.0975, 11.5736, 0.6460, 19.6370
604, 0.3015, 747.5590, 1.0194, 11.1134, 0.5850, 19.6370
605, 0.3020, 755.5087, 1.0560, 10.6278, 0.5504, 19.6370
606, 0.3025, 762.8906, 1.0585, 10.0421, 0.5728, 19.6370
607, 0.3030, 768.5690, 1.0951, 9.7583, 0.4812, 19.6369
608, 0.3035, 773.1117, 0.9730, 9.4212, 0.4446, 19.6369
609, 0.3040, 777.6544, 1.0634, 9.1437, 0.3530, 19.6369
610, 0.3045, 777.0866, 1.0805, 8.7333, 0.3774, 19.6369
611, 0.3050, 777.6544, 1.0682, 8.3835, 0.3673, 19.6369
612, 0.3055, 775.3831, 1.1024, 8.1627, 0.3184, 19.6369
613, 0.3060, 770.8404, 1.0194, 7.9429, 0.2900, 19.6369
614, 0.3065, 768.0012, 1.0682, 7.8119, 0.2350, 19.6369
615, 0.3070, 761.7550, 1.0731, 8.0064, 0.2900, 19.6369
616, 0.3075, 758.9158, 1.0902, 8.6395, 0.3551, 19.6369
617, 0.3080, 752.1017, 0.8534, 9.3020, 0.4222, 19.6369
618, 0.3085, 744.1520, 1.0243, 10.1080, 0.4914, 19.6368
619, 0.3090, 756.6444, 1.0463, 11.0050, 0.5219, 19.6368
620, 0.3095, 764.5942, 1.0121, 11.4291, 0.6766, 19.6368
621, 0.3100, 775.9509, 1.0756, 11.7979, 0.6603, 19.6368
622, 0.3105, 784.4685, 0.9340, 11.6880, 0.6989, 19.6368
623, 0.3110, 790.7147, 1.0121, 11.6874, 0.6094, 19.6368
624, 0.3115, 794.1217, 1.0170, 11.1628, 0.5809, 19.6368
625, 0.3120, 795.8253, 1.0560, 10.6777, 0.5565, 19.6368
626, 0.3125, 799.8001, 1.0780, 10.2341, 0.5239, 19.6368
627, 0.3130, 799.2323, 0.9535, 9.8686, 0.4527, 19.6368
628, 0.3135, 798.6644, 1.0145, 9.5335, 0.4039, 19.6367
629, 0.3140, 794.6896, 1.0048, 9.1134, 0.4100, 19.6367
630, 0.3145, 789.5790, 1.0682, 8.8061, 0.3856, 19.6367
631, 0.3150, 783.9007, 1.0951, 8.4192, 0.3429, 19.6367
632, 0.3155, 777.0866, 0.9852, 8.1549, 0.2615, 19.6367
633, 0.3160, 770.2725, 1.0341, 7.9297, 0.2533, 19.6367
634, 0.3165, 781.6293, 1.0194, 7.8315, 0.2716, 19.6367
635, 0.3170, 788.4434, 1.0829, 8.0591, 0.2777, 19.6367
636, 0.3175, 796.9609, 0.9974, 8.6297, 0.3103, 19.6367
637, 0.3180, 802.6393, 1.0609, 9.4446, 0.3510, 19.6367
638, 0.3185, 810.0212, 1.0780, 10.1701, 0.4609, 19.6367
639, 0.3190, 812.2926, 1.0829, 10.8565, 0.5769, 19.6366
640, 0.3195, 813.4282, 1.1244, 11.4872, 0.6440, 19.6366
641, 0.3200, 814.5639, 1.0585, 11.6215, 0.5850, 19.6366
642, 0.3205, 816.8353, 1.1122, 11.6513, 0.5707, 19.6366
643, 0.3210, 817.4031, 1.1000, 11.5648, 0.6481, 19.6366
644, 0.3215, 813.9961, 1.1317, 11.2063, 0.5870, 19.6366
645, 0.3220, 808.3177, 0.9486, 10.7812, 0.5178, 19.6366
646, 0.3225, 800.3680, 1.0487, 10.4373, 0.4446, 19.6366
647, 0.3230, 794.1217, 1.0975, 10.0211, 0.4263, 19.6366
648, 0.3235, 785.0363, 1.0951, 9.4505, 0.4731, 19.6366
649, 0.3240, 787.8755, 1.1488, 9.1544, 0.4181, 19.6366
650, 0.3245, 806.6142, 1.0682, 8.8955, 0.3164, 19.6365
651, 0.3250, 814.5639, 1.1268, 8.6063, 0.2981, 19.6365
652, 0.3255, 821.9458, 1.1171, 8.2277, 0.3225, 19.6365
653, 0.3260, 826.4885, 1.1244, 8.0464, 0.2777, 19.6365
654, 0.3265, 829.3277, 1.1537, 7.9399, 0.2818, 19.6365
655, 0.3270, 832.1669, 1.0634, 8.2516, 0.2655, 19.6365
656, 0.3275, 829.8955, 1.0951, 8.6610, 0.3266, 19.6365
657, 0.3280, 829.8955, 1.1146, 9.2722, 0.4365, 19.6365
658, 0.3285, 826.4885, 1.1586, 10.0914, 0.4894, 19.6365
659, 0.3290, 824.2172, 1.0389, 10.8980, 0.5423, 19.6365
660, 0.3295, 819.6745, 1.0805, 11.5472, 0.5992, 19.6365
661, 0.3300, 812.8604, 1.1024, 11.4378, 0.6745, 19.6364
662, 0.3305, 806.0463, 1.1342, 11.5155, 0.6257, 19.6364
663, 0.3310, 790.7147, 0.9950, 11.5702, 0.5748, 19.6364
664, 0.3315, 803.7750, 1.0512, 11.1364, 0.5870, 19.6364
665, 0.3320, 813.4282, 1.0731, 10.6259, 0.5626, 19.6364
666, 0.3325, 821.3780, 1.1024, 10.2556, 0.4955, 19.6364
667, 0.3330, 828.1920, 1.1293, 9.8701, 0.4568, 19.6364
668, 0.3335, 832.1669, 1.0023, 9.5101, 0.4181, 19.6364
669, 0.3340, 836.7096, 1.0975, 9.2409, 0.3673, 19.6364
670, 0.3345, 837.2774, 1.1146, 8.8647, 0.3632, 19.6364
671, 0.3350, 837.8453, 1.1293, 8.6087, 0.3225, 19.6364
672, 0.3355, 836.7096, 1.0145, 8.3347, 0.3022, 19.6363
673, 0.3360, 832.1669, 1.0707, 7.9937, 0.2635, 19.6363
674, 0.3365, 827.0564, 1.0682, 8.0215, 0.2350, 19.6363
675, 0.3370, 820.2423, 1.1098, 8.1500, 0.2655, 19.6363
676, 0.3375, 812.2926, 1.0219, 8.6429, 0.3205, 19.6363
677, 0.3380, 802.6393, 1.1049, 9.3249, 0.3978, 19.6363
678, 0.3385, 789.5790, 1.1366, 10.1520, 0.4812, 19.6363
679, 0.3390, 799.2323, 1.0927, 10.8931, 0.5463, 19.6363
680, 0.3395, 808.8855, 1.1732, 11.4505, 0.5687, 19.6363
681, 0.3400, 817.9709, 1.0927, 11.4051, 0.6013, 19.6363
682, 0.3405, 825.3528, 1.1293, 11.3377, 0.5728, 19.6363
683, 0.3410, 831.5991, 1.1439, 11.3005, 0.6196, 19.6362
684, 0.3415, 834.4383, 1.1757, 11.2214, 0.5850, 19.6362
685, 0.3420, 835.5739, 1.0585, 10.8081, 0.5219, 19.6362
686, 0.3425, 836.7096, 1.1488, 10.3655, 0.4833, 19.6362
687, 0.3430, 836.7096, 1.1903, 10.0328, 0.4324, 19.6362
688, 0.3435, 834.4383, 1.1244, 9.6156, 0.4202, 19.6362
689, 0.3440, 828.1920, 0.9657, 9.2292, 0.4141, 19.6362
690, 0.3445, 821.3780, 1.1049, 9.0513, 0.3347, 19.6362
691, 0.3450, 809.4534, 1.1537, 8.7431, 0.3164, 19.6362
692, 0.3455, 798.6644, 1.1146, 8.3791, 0.3022, 19.6362
693, 0.3460, 815.6996, 1.1806, 8.1910, 0.2737, 19.6362
694, 0.3465, 827.6242, 1.0780, 8.1128, 0.2594, 19.6361
695, 0.3470, 838.4131, 1.1268, 8.3004, 0.2777, 19.6361
696, 0.3475, 842.9558, 1.1806, 8.7885, 0.3103, 19.6361
697, 0.3480, 844.0915, 1.1806, 9.3176, 0.4039, 19.6361
698, 0.3485, 847.4985, 1.0414, 10.1574, 0.4609, 19.6361
699, 0.3490, 850.9056, 1.1098, 10.9004, 0.5402, 19.6361
700, 0.3495, 854.8804, 1.1293, 11.1750, 0.5972, 19.6361
701, 0.3500, 853.1769, 1.1220, 11.1740, 0.6033, 19.6361
702, 0.3505, 849.2020, 0.9779, 11.0919, 0.5870, 19.6361
703, 0.3510, 843.5237, 1.0805, 11.1505, 0.5382, 19.6361
704, 0.3515, 837.8453, 1.1098, 11.1720, 0.5362, 19.6361
705, 0.3520, 832.7347, 1.1073, 10.7934, 0.5341, 19.6360
706, 0.3525, 823.6493, 0.7777, 10.3562, 0.5016, 19.6360
707, 0.3530, 836.7096, 1.0414, 10.0528, 0.4263, 19.6360
708, 0.3535, 844.0915, 1.1000, 9.6805, 0.3978, 19.6360
709, 0.3540, 851.4734, 1.1391, 9.3420, 0.3836, 19.6360
710, 0.3545, 861.6945, 1.1659, 8.9893, 0.3652, 19.6360
711, 0.3550, 869.0764, 1.0512, 8.7396, 0.3245, 19.6360
712, 0.3555, 871.9156, 1.1293, 8.4934, 0.2757, 19.6360
713, 0.3560, 871.3477, 1.1293, 8.2125, 0.2716, 19.6360
714, 0.3565, 869.0764, 1.1561, 8.1011, 0.2798, 19.6360
715, 0.3570, 867.3729, 1.1513, 8.2804, 0.2838, 19.6360
716, 0.3575, 864.5337, 1.1293, 8.7831, 0.3042, 19.6359
717, 0.3580, 860.5588, 1.1464, 9.3361, 0.3937, 19.6359
718, 0.3585, 853.1769, 1.1806, 10.1559, 0.4833, 19.6359
719, 0.3590, 842.3880, 1.1903, 10.8184, 0.5769, 19.6359
720, 0.3595, 831.5991, 1.1537, 11.0328, 0.5199, 19.6359
721, 0.3600, 834.4383, 1.2050, 10.9888, 0.5301, 19.6359
722, 0.3605, 858.8553, 1.1903, 10.9234, 0.5687, 19.6359
723, 0.3610, 868.5085, 1.2172, 11.0230, 0.5280, 19.6359
724, 0.3615, 873.6191, 1.1366, 11.0206, 0.5301, 19.6359
725, 0.3620, 877.5940, 1.1806, 10.9835, 0.4975, 19.6359
726, 0.3625, 882.7045, 1.2172, 10.3894, 0.5056, 19.6359
727, 0.3630, 887.8150, 1.2367, 10.0450, 0.4487, 19.6358
728, 0.3635, 888.3829, 1.0902, 9.6351, 0.4304, 19.6358
729, 0.3640, 885.5437, 1.1684, 9.4177, 0.3469, 19.6358
730, 0.3645, 879.8653, 1.1513, 9.0924, 0.3429, 19.6358
731, 0.3650, 872.4834, 1.2245, 8.7299, 0.3327, 19.6358
732, 0.3655, 866.2372, 1.0560, 8.4783, 0.3042, 19.6358
